reference,answer type,answer,query
000000,,web,perfect -- perfect is a framework for developing @placeholder and other rest services in the swift programming language .
000000,,content-management,apache-stanbol -- apache-stanbol provides a set of reusable components for semantic @placeholder .
000000,,silverstripe,silverstripe -- silverstripe is a free and open-source php web development framework and content-management-system cms based on the eponymous @placeholder framework .
000000,,rad,lazarus -- lazarus is an open-source multiplatform @placeholder environment for the free pascal compiler in the spirit of delphi with which it has a fairly high degree of compatibility.see http : lazarus.freepascal.org .
000000,,iframe,google-maps-embed -- the google-maps-embed api lets you add fully functional google-maps or street view panoramas to your website when you don t want to use the javascript api but want an interactive map that the static maps api can t provide.it uses an @placeholder to embed a call to the embed api.see the official documentation https : developers.google.com maps documentation embed .
000000,,3d,google-earth-plugin -- the google-earth plug-in and its javascript api let you embed google-earth a true @placeholder digital globe into your web pages for viewing on windows or mac devices.the google-earth api has been deprecated as of december 12th 2014 .
000000,,client-side,kiwi-template -- simple yet powerful asynchronous javascript template-engine based on jquery template syntax usable server-side or @placeholder .
000000,,api,eve -- eve is a python rest @placeholder framework powered by flask and mongodb .
000000,,digits,bigint -- arbitrary-precision arithmetic also called bignum arithmetic multiple precision arithmetic or infinite-precision arithmetic indicates that calculations are performed on numbers which @placeholder of precision are limited only by the available memory of the host system .
000000,,web-applications,postmark -- postmark helps deliver and track transactional emails for @placeholder .
000000,,spring-social,spring-social-facebook -- spring-social-facebook is a module within the @placeholder family of projects that enables you to connect your spring application with the facebook-graph-api .
000000,,relational-database,telerik-open-access -- telerik s object-relational mapper is a powerful framework for mapping the objects in your object-oriented domain-model to your @placeholder tables views and or stored-procedures .
000000,,linux,mathgl -- mathgl is a library for making high-quality scientific graphics under @placeholder and windows .
000000,,build-system,cmake -- cmake is a cross-platform open-source @placeholder generator .
000000,,python,omniorb -- omniorb is a free corba orb for c++ and @placeholder .
000000,,config,gulp-webpack -- gulp-webpack allows you to import your webpack @placeholder into a gulp task .
000000,,graphics,tesselation -- tessellation is a 3d @placeholder feature that allows detail to be dynamically added to geometry at runtime .
000000,,desktop,nautilus -- nautilus is the official file-manager and desktop shell for the gnome @placeholder .
000000,,.net,.net-1 .0 -- the 1.0 version of the @placeholder framework .
000000,,wikitext,parsoid -- parsoid is a web service for translating back and forth between mediawiki s @placeholder syntax and an equivalent html rdfa document model with enhanced support for automated processing and rich editing .
000000,,mmo,screeps -- screeps is a javascript based programmable web browser @placeholder rts .
000000,,code-analysis,phpstorm -- jetbrains phpstorm is a commercial ide for php built on jetbrains intellij idea.phpstorm provides an intelligent editor for php html css and javascript with refactoring and on-the-fly @placeholder .
000000,,server,google-breakpad -- breakpad is a library and tool suite that allows you to distribute an application to users with compiler-provided debugging information removed record crashes in compact minidump files send them back to your @placeholder and produce c and c++ stack traces from these minidumps .
000000,,sqlite,sqlcipher -- sqlcipher is an open-source extension to @placeholder that provides transparent 256-bit aes encryption of database files .
000000,,glsl,glsl -- the opengl shading language @placeholder is the standard programming language for shaders in opengl .
000000,,ascii-art,figlet -- figlet is a computer program that generates text banners in a variety of typefaces composed of letters made up of conglomerations of smaller ascii characters see @placeholder .
000000,,ascii,iso-8859-15 -- a single byte character set in the iso iec 8859 series of @placeholder standard character encodings including the euro currency symbol and a few other replacements .
000000,,function-calls,backtrace -- a backtrace is the series of currently active @placeholder for the program .
000000,,carousel,icarousel -- icarousel is a class designed to simplify the implementation of various types of @placeholder paged scrolling views on iphone ipad and mac os .
000000,,user-interface,fxml -- a scriptable xml-based language that provides the structure for building a javafx @placeholder separate from the application logic of your code .
000000,,dvcs,mercurial-extension -- mercurial-extension is a mechanism to customize and extend functionalities of the mercurial @placeholder .
000000,,graphics,html5-apps -- html5-apps are basically built using javascript css3 html5 it also has video and audio support 2d 3d @placeholder using svg and canvas local-storage local sql database and web-applications .
000000,,css3,lungojs -- lungojs is a framework powered by html5 @placeholder and javascript for creating mobile web apps.the applications created with it works on all popular platforms ios android blackberry and webos .
000000,,ansible,ansible-awx -- ansible-tower is a gui and rest api for managing both cloud-based and traditional hybrid @placeholder deployments .
000000,,user,form-submit -- the submit event is sent to an element when the @placeholder is attempting to submit a form .
000000,,audio,html5-apps -- html5-apps are basically built using javascript css3 html5 it also has video and @placeholder support 2d 3d graphics using svg and canvas local-storage local sql database and web-applications .
000000,,gpib,gpib -- the general purpose interface bus @placeholder also known as ieee-488 is a standard short range digital communication bus .
000000,,php,mediawiki -- mediawiki is a free software wiki package written in @placeholder originally for use on wikipedia .
000000,,renderer,domokit-mojo -- mojo is an effort to extract a common platform out of chrome s @placeholder and plugin processes that can support multiple types of sandboxed content such as html pepper or nacl .
000000,,user,picasa -- with picasa and picasa webalbums from google a @placeholder can manage digital photo s offline picasa and online picasa webalbums .
000000,,tridion-2011,experience-manager -- experience-manager xpm is the name of the sdl @placeholder sp1 new authoring and editing environment .
000000,,gcov,lcov -- lcov is a graphical front-end for gcc s coverage testing tool @placeholder .
000000,,concurrency,task -- a task is an abstraction that is used to work with @placeholder it can denote operation that should be executed concurrently with the rest of a program.a task is a concurrent thread of execution in ada and represents an asynchronous operation in .net also it corresponds to threads in java .
000000,,analytics,netezza -- netezza is a line of high-performance data-warehouse appliances and advanced in-database analytics applications for uses including enterprise data warehousing business-intelligence and predictive @placeholder .
000000,,bluetooth,iwrap -- the iwrap is an embedded @placeholder stack for bluegiga s bluetooth classic modules .
000000,,health-monitoring,beanstalk -- amazon-elastic-beanstalk is a part of amazon-web-services aws and allows developers to upload an application and elastic-beanstalk automatically handles the deployment details of capacity provisioning load-balancing auto-scaling and application @placeholder .
000000,,stored-procedures,telerik-open-access -- telerik s object-relational mapper is a powerful framework for mapping the objects in your object-oriented domain-model to your relational-database tables views and or @placeholder .
000000,,public-key,java-security -- java-security technology is set of libraries tools and implementations of commonly used security algorithms mechanisms and protocols including cryptography @placeholder infrastructure secure communication authentication and access-control .
000000,,amqp,rabbitmq -- rabbitmq is an open-source robust messaging software for applications based on the @placeholder protocol .
000000,,web-applications,datajs -- datajs is a cross-browser javascript library that enables data-centric @placeholder by leveraging modern protocols such as json and odata and html5-enabled browser features .
000000,,s,evaporate.js -- evaporatejs is a javascript library for directly uploading files from a web browser to aws s3 using s3 @placeholder multipart upload .
000000,,bluegiga,iwrap -- the iwrap is an embedded bluetooth stack for @placeholder s bluetooth classic modules .
000000,,machine-learning,oryx -- the oryx open-source project provides simple real-time large-scale @placeholder predictive analytics infrastructure .
000000,,runtime,microsoft-speech-platform -- the microsoft-speech-platform consists of a software development kit sdk a @placeholder and runtime languages language packs that enable speech-recognition or text-to-speech for a specific language that you can redistribute with your applications .
000000,,server,pfimageview -- an image view that downloads and displays remote image stored on parse s @placeholder .
000000,,triggers,onfocus -- onfocus is an event in html and javascript that @placeholder when the referenced object gains focus .
000000,,google-search,googlebot -- googlebot is google s web crawling bot which discovers new and updated pages documents from the web to build a searchable index for the @placeholder engine .
000000,,interface,execution-api -- the apps script execution-api is a rest @placeholder that lets a third-party application call a function defined in an apps script project and receive a response .
000000,,opengl-es-2.0,rajawali -- rajawali is a 3d engine for android based on @placeholder 3.0 .
000000,,runtime,rpath -- rpath is an option used with the @placeholder linker ld.so to insert an rpath header in either binaries or shared-libraries .
000000,,spoofing,ddms -- ddms is an android sdk tool that provides port-forwarding services screen-capture on the device thread and heap information on the device logcat process and radio state information incoming-call and sms @placeholder location data spoofing and more .
000000,,apache,spring-cloud-dataflow -- spring-cloud data flow is a cloud native programming and operating model for composable data microservices on a structured platform.spring cloud data flow is the cloud native redesign of spring-xd that facilitates orchestration of applications across a variety of distributed runtime platforms including : cloud foundry apache yarn @placeholder mesos and kubernetes .
000000,,apache,jahia -- jahia is a wcm with a user-interface built using google web toolkit and stores its content using the jcr api default implementation @placeholder jackrabbit .
000000,,weblogic,weblogic11g -- the 11.x july 2009 release of @placeholder server a java-ee application server suite from oracle .
000000,,spring-xd,spring-cloud-dataflow -- spring-cloud data flow is a cloud native programming and operating model for composable data microservices on a structured platform.spring cloud data flow is the cloud native redesign of @placeholder that facilitates orchestration of applications across a variety of distributed runtime platforms including : cloud foundry apache yarn apache mesos and kubernetes .
000000,,python,pymock -- pymock is an easymock like @placeholder mocking library .
000000,,content-management-system,silverstripe -- silverstripe is a free and open-source php web development framework and @placeholder cms based on the eponymous silverstripe framework .
000000,,ejabberd-saas,ejabberd-saas -- ejabberd-saas is for xmpp or ejabberd-related development question that are specific to @placeholder platform .
000000,,content-management-system,sitecore5 .2 -- sitecore is a web @placeholder cms built on microsoft asp.net .
000000,,virtualization,kvm -- kvm for kernel-based virtual-machine is a full @placeholder solution for linux on x86 hardware containing virtualization extensions intel vt or amd-v .
000000,,apache-kafka,kafka-consumer-api -- use for questions related to the @placeholder consumer api .
000000,,sas,sas-iml -- sas-iml is the matrix programming language component to @placeholder similar to r .
000000,,development-environment,powershell-studio -- powershell-studio refers to an integrated @placeholder ide for powershell .
000000,,shared-hosting,arr -- application request routing arr helps administrators optimize resource utilization for application servers to reduce management costs for web server farms and @placeholder environments .
000000,,python,mechanize-python -- stateful programmatic web browsing in @placeholder after andy lester s perl-module www : : mechanize .
000000,,jsr,mmapi -- mobile media api is a java-me specification @placeholder 135 that supports multimedia applications on j2me-enabled devices .
000000,,speech-recognition,hp-idol-ondemand -- hpe haven ondemand is a platform for building cognitive computing solutions and data rich applications using text analysis @placeholder image analysis indexing and search apis .
000000,,server,qxmpp -- qxmpp is a cross-platform xmpp client and @placeholder library that uses the qt framework .
000000,,upload,jquery-filer -- jquery.filer - simple html5 file uploader a plugin tool for jquery which change completely file input and make it with multiple file selection drag drop support different validations thumbnails icons instant @placeholder print-screen upload and many other features and options .
000000,,gnu,gnupg -- gnu privacy guard is the @placeholder project s complete and free implementation of the openpgp standard as defined by rfc4880 .
000000,,stack-overflow,minecraft -- a voxel-based sandbox game coded in java by mojang where players place and destroy blocks to gain armor weapons and tools in a randomly generated world.note : minecraft questions are generally off-topic on @placeholder unless they relate to creating mods or otherwise developing for the game .
000000,,content-management,cartridge -- cartridge is a shopping cart application built using the django framework.cartridge also extends the mezzanine @placeholder platform .
000000,,data-storage,google-cloud-save -- google-cloud-save is a service that enables per-user @placeholder .
000000,,frameworks,sender -- sender is the conventional name of an input parameter to an event handler in some object-oriented languages and their @placeholder for example objective-c and cocoa or c and .net .
000000,,kendo-ui,kendo-upload -- upload widget supporting also asynchronous uploads - part of @placeholder .
000000,,middleware,sam -- simple asynchronous messaging is a php framework that provides a very simple api that can be used to access a number of messaging @placeholder systems from php .
000000,,opengl,s3tc -- texture compression algorithms much like dxt block compression for use with savage 3d and @placeholder .
000000,,javascript,settimeout -- settimeout is a global @placeholder method used to execute a particular function or piece of code after a given delay .
000000,,3d,direct3d11 -- direct3d is part of microsoft s directx application programming interface api which performs @placeholder graphics rendering in games simulations etc .
000000,,linker,rpath -- rpath is an option used with the runtime @placeholder ld.so to insert an rpath header in either binaries or shared-libraries .
000000,,user-interface,uiautomator -- the uiautomator testing framework lets you test your @placeholder ui efficiently by creating automated functional ui testcases that can be run against your app on one or more devices .
000000,,provisioning,beanstalk -- amazon-elastic-beanstalk is a part of amazon-web-services aws and allows developers to upload an application and elastic-beanstalk automatically handles the deployment details of capacity @placeholder load-balancing auto-scaling and application health-monitoring .
000000,,middleware,tibco-ems -- a proprietary enterprise messaging service ems @placeholder product sold by tibco .
000000,,rdfa,parsoid -- parsoid is a web service for translating back and forth between mediawiki s wikitext syntax and an equivalent html @placeholder document model with enhanced support for automated processing and rich editing .
000000,,dom,simpledom -- a bridge between simplexml and the @placeholder extension plus a bunch of convenience-methods .
000000,,coffeescript,angular-google-maps -- angular-google-maps is a set of angularjs directives part of angular-ui written in @placeholder and javascript which integrate google-maps in an angularjs applications .
000000,,content-management-system,sitecore7 .2 -- sitecore is a web @placeholder cms built on microsoft asp.net .
000000,,image-formats,graphicex -- graphicex is a free delphi library to load various @placeholder png gif tiff tga bmp dib and many more including some rather seldomly used types like sgi cut rla pcd and others .
000000,,api,goinstant -- goinstant is a javascript @placeholder for adding realtime collaborative experiences into any mobile or web application .
000000,,viewport,tether -- tether is a comprehensive javascript library for anchoring elements to other elements as well as the browser @placeholder .
000000,,elastic-map-reduce,emr -- questions relating to amazon s @placeholder emr product .
000000,,css3,html5-apps -- html5-apps are basically built using javascript @placeholder html5 it also has video and audio support 2d 3d graphics using svg and canvas local-storage local sql database and web-applications .
000000,,gif,giflib -- giflib is a package of portable tools and library routines for working with @placeholder images .
000000,,asp.net,webformsmvp -- webformsmvp is an open-source framework which supports the model-view-presenter mvp pattern on traditional webform-based @placeholder web-applications .
000000,,javascript,netbeans-7 .3 -- netbeans ide 7.3 empowers developers to create and debug rich web and mobile applications using the latest html5 @placeholder and css standards .
000000,,windows-phone,metrolog -- metrolog is a lightweight logging framework designed for @placeholder and windows store applications .
000000,,api,turbojpeg -- turbojpeg is a high-level @placeholder for the libjpeg-turbo library .
000000,,virtual-machine,dcevm -- the dynamic code evolution @placeholder dce vm is a modification of the java hotspot tm vm that allows unlimited redefinition of loaded classes at runtime .
000000,,caching,nsurlcache -- nsurlcache is a class that is used in ios developing for @placeholder the responses of the url .
000000,,multipage,info -- gnu info is a software utility which forms a hypertextual @placeholder documentation and help viewer working on a command-line interface useful when there is no gui available .
000000,,python-module,pexpect -- pexpect is a pure @placeholder that reads the output of a program and sends input to that program based on output patterns .
000000,,openbsd,jbcrypt -- the java implementation of @placeholder s blowfish password hashing code .
000000,,interface,mysqlimport -- the mysqlimport client provides a command-line @placeholder for the mysql database to the load-data-infile sql statement .
000000,,markup,angular-ui-bootstrap -- a set of angularjs directives based on twitter-bootstrap s @placeholder and css .
000000,,implementation,iterator -- an iterator is an object-oriented programming pattern that allows traversal through a collection agnostic of the actual @placeholder or object addresses in physical memory .
000000,,user-interface,jahia -- jahia is a wcm with a @placeholder built using google web toolkit and stores its content using the jcr api default implementation apache jackrabbit .
000000,,text-editor,gedit -- gedit is a general purpose and powerful @placeholder for the gnome desktop environment mac os x and microsoft windows .
000000,,hierarchical,tree -- a tree is a widely-used data structure that emulates a @placeholder tree-like structure with a set of linked nodes .
000000,,usb,usb-modeswitch -- switch mode of multi-state @placeholder devices .
000000,,s,agile-central -- technical questions about coding to ca agile-central @placeholder various apis including the app sdk rest toolkits ruby .net java node.js etc .
000000,,user,applescript -- applescript is an end @placeholder scripting-language that has been available in mac computers since system 7 pro 7.1.1 .
000000,,server-side,asp-classic -- active server pages asp also known as classic asp or asp-classic was microsoft s first @placeholder script-engine for dynamically-generated web pages .
000000,,database,couchdb-lite -- couchdb-lite or couchbase-lite is an ultra-lightweight reliable secure json @placeholder built for online offline mobile-application needs .
000000,,smartphone,mobile-application -- refers to a software application that is designed to run on a hand-held device such as a @placeholder pda or tablet .
000000,,video,youtube-data-api -- youtube-data-api used for getting details of youtube contents like playlist playlistitems and @placeholder s details you need to generate a youtube-data-api developer key to access the content available on youtube-data-api .
000000,,access-control,rbac -- rbac is short for role based @placeholder an authorization and access-control model in which access to restricted resources is granted or denied based on whether the requester s identity is associated with one or more role classifications required by the restricted resource .
000000,,sql-server,sql-server-2012-web -- sql-server-2012-web edition is a specialized edition on @placeholder targeted towards web-hosting .
000000,,android-multiple-users,android-multiple-users -- questions regarding the particulars of the @placeholder implementation .
000000,,memory-leaks,debugdiag -- the debug diagnostic tool debugdiag is designed to assist in troubleshooting issues such as hangs slow performance @placeholder or fragmentation and crashes in any user-mode process .
000000,,interface,factory-method -- a design pattern which defines an @placeholder for creating an object but lets the classes that implement the interface decide which class to instantiate .
000000,,backend,built.io -- built.io powers the entire @placeholder - servers cloud infrastructure database - so you can focus on creating an amazing user-experience .
000000,,runtime,dcevm -- the dynamic code evolution virtual-machine dce vm is a modification of the java hotspot tm vm that allows unlimited redefinition of loaded classes at @placeholder .
000000,,xml,relaxng -- relax ng iso iec 19757-2 is an international standard schema language for @placeholder .
000000,,draggable,jquery-nestable -- nestable is an open-source jquery plugin which provides a way to create @placeholder hierarchical list control .
000000,,trident,microsoft.mshtml -- mshtml also known as @placeholder is a proprietary layout engine for the microsoft windows version of internet-explorer developed by microsoft .
000000,,s,rbac -- rbac is short for role based access-control an authorization and access-control model in which access to restricted resources is granted or denied based on whether the requester @placeholder identity is associated with one or more role classifications required by the restricted resource .
000000,,module,dbix-class -- dbix : : class is a perl object-relational mapping orm @placeholder .
000000,,toolkit,emmet -- emmet previously known as zen coding is a web-developer s @placeholder that can greatly improve your html css workflow .
000000,,ruby-on-rails,paperclip -- paperclip is a library for the @placeholder framework which makes dealing with file attachments easier .
000000,,desktop,bufferedimage -- the java class bufferedimage is used to read and manipulate images and assist indouble-buffering in @placeholder gui applications .
000000,,webgl,qcplayground -- quantum-computing playground is a browser-based @placeholder chrome experiment .
000000,,jquery,zotonic -- zotonic is both a content-management-system and a web framework written in erlang otp anddepends on several open-source products like @placeholder postgresql db e.t.c .
000000,,single-source,packer -- packer is a tool for creating identical machine images for multiple platforms from a @placeholder configuration .
000000,,url,ember-data-url-templates -- ember-data-url-templates is an ember addon that allows building urls with @placeholder templates .
000000,,osx,cgcontextdrawimage -- cgcontextdrawimage is available in @placeholder and ios which helps to draws an image into a graphics context .
000000,,png,graphicex -- graphicex is a free delphi library to load various image-formats @placeholder gif tiff tga bmp dib and many more including some rather seldomly used types like sgi cut rla pcd and others .
000000,,web,dynamic-resizing -- dynamic-resizing usually refers to on-the-fly resizing by a @placeholder server .
000000,,user,input -- input is usually related to user input i.e .to the data that @placeholder supplies to a running application .
000000,,cryptography,relic -- relic is an efficient library for @placeholder .
000000,,api,corespotlight -- ios framework that provides a database-like @placeholder that lets you add retrieve update and delete items that represent searchable app content .
000000,,protocols,datajs -- datajs is a cross-browser javascript library that enables data-centric web-applications by leveraging modern @placeholder such as json and odata and html5-enabled browser features .
000000,,xml,wix4 -- for issues relating to deployment using windows-installer @placeholder version 4 .
000000,,cordova,ionic -- cross-platform native mobile app development framework built with angularjs for use in @placeholder .
000000,,queue,arraydeque -- arraydeque is an object which implements an array-based double-ended @placeholder data structure .
000000,,service-discovery,etcd -- etcd is a highly-available key-value-store for shared configuration and @placeholder inspired by apache-zookeeper and doozer .
000000,,erlang,zotonic -- zotonic is both a content-management-system and a web framework written in @placeholder otp anddepends on several open-source products like jquery postgresql db e.t.c .
000000,,actionlistener,action-interface -- the action-interface provides a useful extension to the @placeholder interface in cases where the same functionality may be accessed by several controls .
000000,,.net,sender -- sender is the conventional name of an input parameter to an event handler in some object-oriented languages and their frameworks for example objective-c and cocoa or c and @placeholder .
000000,,heroku,heroku-api -- the platform api empowers developers to automate extend and combine @placeholder with other services .
000000,,permissions,drupal-roles -- roles allow defining what a drupal user can do by assigning the relevant @placeholder to a role e.g .
000000,,ansi,fortran90 -- the standardized successor to fortran 77 released as an iso standard in 1991 and an @placeholder standard in 1992 .
000000,,bugzilla,pybugz -- pybugz is a python and command-line interface to @placeholder .
000000,,object-pascal,freepascal -- free pascal is a multi-dialect multi-platform @placeholder compiler .
000000,,nlp,machine-translation -- machine-translation a subfield of @placeholder is the automatic translation of human languages .
000000,,local-storage,html5-apps -- html5-apps are basically built using javascript css3 html5 it also has video and audio support 2d 3d graphics using svg and canvas @placeholder local sql database and web-applications .
000000,,windows-rt,windows-runtime -- windows-runtime winrt is a microsoft platform architecture that allows applications to run in a sandboxed environment exposing a windows modern style ui ux.not to be confused with @placeholder the edition of windows-8 for arm devices see windows-rt .
000000,,router,personal-hotspot -- a personal-hotspot is a mobile device used as an ad-hoc wireless network @placeholder .
000000,,spreadsheet,spreadsheet -- use this tag for questions about @placeholder apps plug-ins libraries etc .where no more specific tag exists .
000000,,xcode,xcode6 .1 -- related to the new version of the apple s ide @placeholder 6.1 .
000000,,unit-testing,riot -- riot is a fast expressive and contextual @placeholder framework for ruby .
000000,,javascript,fs -- file i o in the node.js @placeholder platform .
000000,,integer-arithmetic,clpfd -- clp fd which stands for constraint logic-programming over finite domains implements declarative @placeholder in prolog systems .
000000,,open-source,dita-ot -- questions about the dita open toolkit an @placeholder reference implementation of transformations from dita xml to various end-user deliverables including html and pdf .
000000,,lines-of-code,cloc -- cloc count lines-of-code counts @placeholder blank lines and comment lines in source code in many different programming-languages .
000000,,core-data,magicalrecord -- magicalrecord is inspired by the ruby-on-rails activerecord implementation providing an easier way to interact with @placeholder .
000000,,smo,scriptdb -- scriptdb is a simple console app written in c that uses sql management objects @placeholder to script all the objects in a database .
000000,,dlna,daap -- the digital audio access protocol daap is the proprietary protocol introduced by apple in its itunes software to share media across a local network.daap addresses the same problems for apple as the upnp av standards address for members of the digital living network alliance @placeholder .
000000,,dsl,site-prism -- siteprism is a simple clean and semantic @placeholder for describing your site using the page object-model pattern for use with ruby capybara in automated acceptance-testing .
000000,,css3,infobubble -- a infobubble is a customizable @placeholder infowindow .
000000,,character-encoding,windows-1252 -- windows-1252 is the default @placeholder used by text editors in the english version of microsoft windows .
000000,,dsl,apiblueprint -- api blueprint is a markdown-based @placeholder for describing http apis .
000000,,timeline,github-archive -- github-archive is a project to record the public github @placeholder archive it and make it easily accessible for further analysis .
000000,,data-stream,pubnub -- pubnub offers a publish-subscribe api for realtime @placeholder messaging for iot mobile and web .
000000,,diff,semantic-merge -- semanticmerge is a language-aware source code merge and @placeholder tool .
000000,,module,angularjs-ng-pluralize -- ngpluralize is directive in @placeholder ng in angularjs .
000000,,unit-testing,qtestlib -- qt test is a framework for @placeholder qt based applications and libraries .
000000,,s,ios8 -- ios 8 is the eighth version of apple @placeholder ios mobile operating-system .
000000,,searchable,googlebot -- googlebot is google s web crawling bot which discovers new and updated pages documents from the web to build a @placeholder index for the google-search engine .
000000,,security-testing,nogotofail -- an on-path blackbox network traffic @placeholder tool .
000000,,executable,data-execution-prevention -- data-execution-prevention dep is a security feature of modern operating systems and cpus intended to prevent the execution of code data located in a memory region not explicitly marked as @placeholder .
000000,,encoding,file-encodings -- in communications and information processing file-encoding is the process by which information from a source is converted into symbols to be communicated.the tag file-encoding refers to programming related questions belongs-to various @placeholder schemes for file formats .
000000,,mobile-devices,lookback -- lookback is software on @placeholder that has the ability to record user experiences .
000000,,openstack-swift,zerocloud -- zerocloud is an integration of zerovm with @placeholder .
000000,,jquery-ui,primefaces -- primefaces is a jsf component library that ships with a large set of rich components which utilizes jquery and @placeholder under the covers .
000000,,provider,pyapns -- a universal apple push-notification service apns @placeholder .
000000,,sdk,appjs -- appjs is an open-source @placeholder to develop desktop applications using node.js and the chromium-embedded framework .
000000,,encoding,aeson -- a haskell json parsing and @placeholder library optimized for high performance and easy usage .
000000,,api,apache-spark-ml -- spak ml is a high-level @placeholder for building machine-learning pipelines in apache-spark .
000000,,drag-and-drop,filedrop.js -- this tag is for questions that relate to the @placeholder library jquery filedrop .
000000,,msmq,msmq-wcf -- wcf can communicate directly with @placeholder whether you intend to read-write from to msmq .
000000,,ios,kiwi -- kiwi is a behavior driven development library for @placeholder development .
000000,,database,spring-data-couchbase -- the spring-data-couchbase project provides integration with the couchbase server @placeholder .
000000,,sms,ddms -- ddms is an android sdk tool that provides port-forwarding services screen-capture on the device thread and heap information on the device logcat process and radio state information incoming-call and @placeholder spoofing location data spoofing and more .
000000,,user,drupal-roles -- roles allow defining what a drupal @placeholder can do by assigning the relevant permissions to a role e.g .
000000,,javascript,jsjac -- jsjac is a jabber xmpp client library written in @placeholder to ease implementation of web based jabber xmpp clients .
000000,,vfw,ffdshow -- ffdshow is directshow and @placeholder codec for decoding encoding many video and audio formats including divx and xvid movies using libavcodec xvid and other opensourced libraries with a rich set of postprocessing filters .
000000,,social-networking,tweets -- tweets are text-based posts of up to 140 characters managed via the twitter online @placeholder and microblogging service .
000000,,jetty,maven-jetty-plugin -- maven-jetty-plugin is a maven plug-in which embeds the @placeholder webserver within a maven build .
000000,,dom,mutation-observers -- mutation-observers are part of the dom4 specification and allow callbacks to be triggered when elements of the @placeholder change .
000000,,acceptance-testing,site-prism -- siteprism is a simple clean and semantic dsl for describing your site using the page object-model pattern for use with ruby capybara in automated @placeholder .
000000,,jpeg,gulp-imagemin -- gulp-imagemin is a gulp plugin for minification of svg png @placeholder and gif images .
000000,,linux,fltk -- fltk pronounced fulltick is a cross-platform c++ gui toolkit for unix @placeholder x11 microsoft windows and mac os x .
000000,,default,custom-url -- a custom-url is a url that deviates from whatever is the @placeholder url .
000000,,quadratic-programming,cvxopt -- a python package for convex-optimization including solvers for linear-programming @placeholder semidefinite programming and more .
000000,,html5,netbeans-7 .3 -- netbeans ide 7.3 empowers developers to create and debug rich web and mobile applications using the latest @placeholder javascript and css standards .
000000,,commonsware,cwac-endless -- cwac-endless descripes an endlessadapter solution for android listviews developed by @placeholder .
000000,,templates,angular-transitions -- it is about the css @placeholder related to nganimate .
000000,,logic-programming,clpfd -- clp fd which stands for constraint @placeholder over finite domains implements declarative integer-arithmetic in prolog systems .
000000,,selector,jqmobi -- jqmobi is a lightweight 5k query @placeholder library targeting mobile-devices .
000000,,maven,maven-jetty-plugin -- maven-jetty-plugin is a maven plug-in which embeds the jetty webserver within a @placeholder build .
000000,,python,python-bin -- use it for any integer to binary conversion in @placeholder .
000000,,flash-player,flex -- apache flex not to be confused with flexbox is a framework for developing rich internet applications that run in @placeholder or adobe air .
000000,,reactive-programming,scalafx -- scalafx is a ui dsl written within the scala language that sits on top of javafx 2.0 not to be confused with ingo maier s great work on functional @placeholder for swing .
000000,,portlet,portletbridge -- portlet bridge acts as an translation engine between portal environment and java web framework to allow @placeholder development in desired java framework and not in portal technology itself .
000000,,core-animation,quartz-core -- quartz-core is the framework that includes @placeholder core-image and core-video .
000000,,implementation,matrix-multiplication -- questions related to matrix-multiplication especially @placeholder .
000000,,3d,jzy3d -- jzy3d is an open-source java library that allows you to easily draw @placeholder scientific data .
000000,,test-coverage,coveralls -- coveralls is a code test-coverage tool and associated service to display the code @placeholder trends .
000000,,ipad,apple-m7 -- apple-m7 is a motion co-processor used by apple inc .in the iphone 5s @placeholder air and ipad-mini 2nd generation .
000000,,etl,sas-dis -- sas di studio or sas data-integration studio is a sas tool for performing @placeholder and other tasks integrating multiple different types of data from hadoop teradata cloudera and other sources alongside sas data along with allowing programming tasks .
000000,,hierarchical,jquery-nestable -- nestable is an open-source jquery plugin which provides a way to create draggable @placeholder list control .
000000,,wakatime,wakatime -- questions relating to the programming metrics tool @placeholder .
000000,,server,bzt -- bzt blazemeter is a program like jmeter that is used to automate web @placeholder load-testing by generating a load of multiple users making simultaneous http requests .
000000,,server,connect -- connect is an extensible http @placeholder framework for node created by sencha labs providing high performance plugins known as middleware .
000000,,http,ip2long -- converts a string containing an ipv4 internet protocol dotted address into a proper address - @placeholder : php.net manual fr function.ip2long.php .
000000,,audio,demoscene -- the demoscene is comprised of programmers artists and musicians who produce @placeholder visual presentations that are computed in real-time on a computer often with limited hardware capabilities or extreme constraints on program sizes .
000000,,gitlab,gitlab-ci -- a continuous-integration server from @placeholder .
000000,,operating-system,android-4 .4 - kitkat -- android 4.4 codename kitkat is api level 19 of the mobile @placeholder developed by google .
000000,,parse-android-sdk,parseui -- parseui is a collection of user-interface components which can be used with the parse ios sdk or the @placeholder .
000000,,ipod,cydia -- cydia is an ios app for jailbroken iphones @placeholder touches and ipads .
000000,,s,cookies -- an http cookie is a piece of data stored by the user @placeholder web browser .
000000,,metadata,meta -- meta elements are the html or xhtml meta element used to provide structured @placeholder about a web page .
000000,,code-snippets,code-snippets -- for issues relating to the creation use and maintenance of @placeholder .
000000,,ieee,802.11 p -- ieee 802.11 p is an approved amendment to the @placeholder 802.11 standard to add wireless access in vehicular environments wave a vehicular communication system .
000000,,generics,object-pascal -- a superset of the pascal language that includes objects classes @placeholder and other object-oriented devices .
