reference,answer type,answer,query
110000,,web,google-adwords -- google-adwords is an online advertising service that enables advertisers to compete to display brief advertising copy to @placeholder users based in part on keywords predefined by the advertisers that might link the copy to the content of web pages shown to users .
000111,,facebook,facepy -- facepy makes it really easy to interact with @placeholder s graph api using python .
000001,,hadoop,azkaban -- azkaban is a batch workflow job scheduler created at linkedin to run their @placeholder jobs .
000010,,css,angular-directive -- at a high level directives are markers on a dom element such as an attribute element name comment or @placeholder class that tell angularjs s html compiler compile to attach a specified behavior to that dom element or even transform the dom element and its children .
001001,,operating-system,smartos -- smartos is an open-source unix-like @placeholder .
000101,,open-source,squeak -- squeak is a modern @placeholder implementation of the smalltalk language with a history of being very easy to port across platforms .
000101,,.net,u2netdk -- u2netdk is the short name for u2 toolkit for @placeholder .
000100,,open-source,oh-my-zsh -- oh-my-zsh is a popular @placeholder customization library for the zsh terminal shell .
000100,,php,kohana-3 -- kohana-3 is a hmvc hierarchical model-view-controller @placeholder framework that places security scalability and rapid development at its forefront .
001100,,sql-server,sql-server-2008 -- use this tag for questions specific to the 2008 version of microsoft s @placeholder .
000100,,database,mysqlimport -- the mysqlimport client provides a command-line interface for the mysql @placeholder to the load-data-infile sql statement .
110110,,s,memory-pool -- memory pools also called fixed-size blocks allocation is the use of pools for memory-management that allows dynamic-memory-allocation comparable to malloc or c++ @placeholder operator new .
000001,,continuous-integration,jenkins-workflow -- problems and questions when using the pipeline formerly known as workflow plugin suite for jenkins @placeholder .
000001,,qt,qeventloop -- the qeventloop class part of the @placeholder framework provides a means of entering and leaving an event-loop .
110100,,java,jsfunit -- jsfunit is a test framework for @placeholder serverfaces .
001010,,open-source,snakes -- the snakes toolkit is an @placeholder python library for implementing petri-net models .
001000,,widget,kendo-tooltip -- the kendo-tooltip is a kendo @placeholder that customizable and themeable tooltip .
000011,,video,uvc -- uvc is a short for usb video device class also usb video class and it is a usb device class that describes devices capable of streaming @placeholder like webcams digital camcorders transcoders analog video converters and still-image cameras .
000001,,sharepoint,sharepoint2010-bcs -- sharepoint2010-bcs refers to business connectivity services in @placeholder server 2010 .
000100,,python,gcloud-python -- google cloud client library for python - an idiomatic intuitive and natural way for @placeholder developers to integrate with google-cloud-platform services like cloud datastore and cloud-storage .
001011,,structured-data,extraction -- data-extraction is the act or process of retrieving data out of usually unstructured or poorly @placeholder sources for further data-processing or data-storage data-migration .
000100,,vim,vim-airline -- lean mean status tabline for @placeholder that s light as air .
000101,,facebook,facebook -- facebook platform lets developers integrate their apps directly into the @placeholder social-networking service .
000100,,excel,jexcelapi -- java excel api jexcelapi - a java-api to read-write and modify @placeholder spreadsheets .
000100,,perl,rakudo-star -- rakudo-star is a distribution of rakudo and bundles the rakudo @placeholder 6 compiler the parrot virtual-machine many modules and documentation including the latest draft of a book on perl 6 .
001000,,web,manos -- manos is an easy to use easy to test high performance c @placeholder application framework that stays out of your way and makes your life ridiculously simple .
110010,,web,constantcontact -- a self-service email marketing @placeholder site .
000101,,video,ffdshow -- ffdshow is directshow and vfw codec for decoding encoding many @placeholder and audio formats including divx and xvid movies using libavcodec xvid and other opensourced libraries with a rich set of postprocessing filters .
111011,,web,w3c-mobile-checker -- a w3c tool for web developers to check the mobile-friendliness of their @placeholder page or web app .
100000,,open-source,hortonworks-data-platform -- use for questions related to the hortonworks-data-platform hdp an @placeholder apache hadoop data platform .
000100,,javascript,mxgraph -- mxgraph is an interactive @placeholder html 5 diagramming library with full fallback support for ie 6-8 .
000011,,ios,core-animation -- core-animation is apple s framework for performing hardware-accelerated animation of display elements on the mac and @placeholder devices .
001100,,json,jsonserializer -- the jsonserializer enables to control how objects are encoded into @placeholder .
110111,,java,objectinputstream -- the java objectinputstream deserialization class from the @placeholder standard-library .
100000,,s,pfimageview -- an image view that downloads and displays remote image stored on parse @placeholder server .
000001,,webpack,gulp-webpack -- gulp-webpack allows you to import your @placeholder config into a gulp task .
110100,,java,java-mission-control -- java-mission-control is an advanced set of tools that enables efficient and detailed analysis of the extensive of data collected by @placeholder flight recorder .
000101,,server,connection-refused -- message received for different reasons when trying unsuccessfully to connect to a @placeholder .
101100,,user,android-viewpager -- a viewgroup that manages the layout for the child views the @placeholder can swipe between .
000001,,laravel,way-generators -- tag for the popular jeffrey way @placeholder generators .
110000,,java,swt -- swt : the standard widget toolkit is a user-interface library for @placeholder maintained by the eclipse foundation .
000101,,android,apktool -- apktool is a tool for reverse-engineering 3rd party closed binary @placeholder apps .
001000,,ios,aurasma -- aurasma is an augmented-reality platform for @placeholder and android devices .
000100,,javascript,javascript-1 .8 -- version 1.8 of the @placeholder language .
000100,,server,terminal-server -- a terminal-server also referred to as a serial @placeholder or console server network access server enables organizations to connect devices with an rs-232 rs-422 or rs-485 serial interface to a local area network lan .
001000,,open-source,mailman -- mailman is a python-based @placeholder platform for managing email lists and discussion groups .
000001,,open-source,avogadro -- avogadro is a popular @placeholder program to view and edit molecules .
000011,,embed,google-maps-embed -- the google-maps-embed api lets you add fully functional google-maps or street view panoramas to your website when you don t want to use the javascript api but want an interactive map that the static maps api can t provide.it uses an iframe to embed a call to the @placeholder api.see the official documentation https : developers.google.com maps documentation embed .
110110,,web,grid.mvc -- grid.mvc adds functionality for creating gridview controls in your asp.net-mvc-3 4 @placeholder application .
000111,,node.js,appjs -- appjs is an open-source sdk to develop desktop applications using @placeholder and the chromium-embedded framework .
010000,,java,android-gson -- gson a java serialization library to convert java objects into json and back to fetch and parse json into @placeholder models for android .
110010,,web,goinstant -- goinstant is a javascript api for adding realtime collaborative experiences into any mobile or @placeholder application .
110101,,java,cup -- cup is a parser-generator for @placeholder .
000100,,database,phppgadmin -- phppgadmin is a fully functional web-based administration utility for a postgresql @placeholder server .
000111,,qt,qaction -- the qaction class part of the @placeholder framework provides an abstract user-interface action that can be inserted into widgets .
110101,,java,jni -- the java native interface jni gives both the ability for jvm implementations to run system native-code and the ability for native-code to run @placeholder code by creating new jvm instances .
110000,,java,ibatis -- ibatis is an object-relational mapping framework for @placeholder .
000101,,cakephp,cakephp-1 .2 -- this tag relates to the 1.2.x branch of @placeholder mvc framework .
001110,,eclipse,eclipse-indigo -- indigo is the code name for @placeholder version 3.7 that was released on june 22 2011 .
110110,,web,xhtml2 -- xhtml 2 is a general-purpose markup language designed to represent documents for a wide range of purposes across the world wide @placeholder .
001111,,cakephp,cakephp-2 .1 -- this tag relates to the 2.1.x branch of the @placeholder mvc framework .
001000,,css,emmet -- emmet previously known as zen coding is a web-developer s toolkit that can greatly improve your html @placeholder workflow .
110100,,java,apache-commons-beanutils -- provides dynamic access to @placeholder bean object properties without compiled-in knowledge of the property getter and setter methods to be called .
000101,,video,gopro -- gopro cameras are high-def @placeholder cameras usually used in sports and action videography .
000100,,excel,xls -- xls is the file extension for files created using the default format of microsoft @placeholder prior to excel-2007 .
001111,,django,django-1 .7 -- django-1 .7 is the version of the @placeholder framework released september 2014 .
000101,,user,spec-ui -- spec is a simple-framework for describing @placeholder interfaces .
000001,,code-review,rietveld -- rietveld is a web-based collaborative @placeholder tool for subversion and released as open-source written by guido van rossum to run on google s cloud service .
000100,,s,barrage -- barrage script is used in miosoft @placeholder barrage service and is designed to make it possible to concisely define and detect complex patterns in streaming and sensor data .
000100,,s,random-js -- a random number generator library for javascript inspired primarily by c++ 11 @placeholder random .
110100,,web,flask-extensions -- flask-extensions are pluggable helper libraries packages which add commonly used @placeholder application functionalities to a flask application .
001101,,javascript,uglifyjs -- uglifyjs is a general-purpose @placeholder parser compressor beautifier toolkit .
000011,,node.js,node.js-tools -- ntvs is a free open-source plugin that turns visual-studio into a @placeholder ide .
110111,,web,dynamic-websites -- a dynamic website consists of dynamic @placeholder pages which are web pages whose construction is controlled by an application server processing server-side scripts .
110001,,web,homestead -- laravel homestead is an official pre-packaged vagrant box that provides you a wonderful development-environment without requiring you to install php hhvm a @placeholder server and any other server software on your local machine.homestead runs on any windows mac or linux system and includes the nginx web server php-5 .6 mysql postgres redis memcached and all of the other goodies you need to develop amazing laravel applications .
001011,,nunit,nunit-2 .5 -- for issues relating creating and running unit tests using @placeholder version 2.5 .
000001,,website,transloadit -- transloadit handles file uploading file processing for your @placeholder or app .
010100,,javascript,canvasjs -- canvasjs is an easy to use html5 @placeholder charting library built on canvas element .
111110,,ruby,bundler -- bundler is a tool that makes it easier to keep track of what @placeholder gems and what versions of those gems an application depends upon .
000001,,scala,context-bound -- context bounds were introduced in @placeholder 2.8.0 and are typically used with the so-called type class pattern a pattern of code that emulates the functionality provided by haskell type classes though in a more verbose manner .
000111,,jquery,jquery-timing -- timing a jquery core pluginintroducing the deferred @placeholder chain .
101001,,user-interface,sapui5 -- note : this tag sapui5 covers both the dec 2013 open sourced version of the toolkit commonly known as openui5 and also the original licensed version sapui5 .the sap ui development toolkit for html5 sapui5 is a @placeholder technology that is used to build and adapt client applications .
000001,,database,dataadapter -- dataadapter is a .net framework class that facilitates communication between a datatable and a @placeholder .
000010,,real-time,amazon-kinesis -- amazon-kinesis is a fully managed service for @placeholder processing of streaming data at massive scale .
001000,,code-review,git-review -- git-review is a cli tool for git gerrit that facilitates communication with gerrit @placeholder when using command-line .
000101,,xml,pugixml -- light-weight simple and fast @placeholder parser for c++ with xpath support .
100001,,s,avian -- avian is a lightweight java virtual-machine jvm and class-library designed to provide a useful subset of java @placeholder features suitable for building self-contained applications .
000010,,html,tablednd -- tablednd is a jquery plug-in to drag-and-drop rows in @placeholder tables .
001100,,qt,qiodevice -- the qiodevice class is the base interface class of all i o devices in @placeholder .
000100,,pdf,pdf-form -- pdf can contain interactive forms that allow users to enter information to be stored in the @placeholder .
001000,,java,portletbridge -- portlet bridge acts as an translation engine between portal environment and java web framework to allow portlet development in desired @placeholder framework and not in portal technology itself .
110110,,web,portletbridge -- portlet bridge acts as an translation engine between portal environment and java @placeholder framework to allow portlet development in desired java framework and not in portal technology itself .
000101,,matrix,diagonal -- diagonal means either a diagonal matrix usually a square @placeholder in which the entries outside the main diagonal are all zero .
110010,,web,adfs -- active-directory federation services v2 .0 adfs for short is a standards based @placeholder single sign-on federated-identity which implements claims based authentication across forests .
000100,,javascript,javascript-injection -- javascript-injection is a process by which we can insert and use our own @placeholder code in a page .
110111,,web,dart-webui -- web ui lets you build @placeholder apps as-if you had a browser from the future .
001000,,spreadsheet,excel-2003 -- the excel-2003 tag is used for referencing the excel version 2003 @placeholder application from microsoft .
001100,,ruby,rails-geocoder -- geocoder is a complete geocoding solution for @placeholder .
111011,,web,w3c-mobile-checker -- a w3c tool for @placeholder developers to check the mobile-friendliness of their web page or web app .
001000,,sql,clojureql -- clojureql is an alternative @placeholder library for clojure .
000011,,embed,google-maps-embed -- the google-maps-embed api lets you add fully functional google-maps or street view panoramas to your website when you don t want to use the javascript api but want an interactive map that the static maps api can t provide.it uses an iframe to @placeholder a call to the embed api.see the official documentation https : developers.google.com maps documentation embed .
001011,,web-applications,titanium-mobile -- a javascript-based platform to develop native hybrid and mobile @placeholder from a single codebase .
110110,,s,direct3d11 -- direct3d is part of microsoft @placeholder directx application programming interface api which performs 3d graphics rendering in games simulations etc .
001000,,server,dynamic-websites -- a dynamic website consists of dynamic web pages which are web pages whose construction is controlled by an application @placeholder processing server-side scripts .
001111,,django,django-extensions -- django-extensions is a pluggable @placeholder app that provides a collection of custom extensions and tools .
110100,,web,gwtp -- gwtp or gwt-platform is a framework to facilitate the development of large applications for the google @placeholder toolkit gwt .
100100,,s,unity3d-mecanim -- mecanim is the unity game-engine @placeholder animation tool which includes retargetable animations full control of animation weights at runtime event calling from within the animation playback sophisticated state machine hierarchies and transitions blend shapes for facial animations and more .
001000,,email,email-address -- an email-address identifies an @placeholder box to which email messages are delivered .
001111,,solr,dih -- the dataimporthandler is a @placeholder contrib that provides a configuration driven way to import this data into solr in both full builds and using incremental delta imports .
001000,,dependencies,maven-war-plugin -- the war plugin is responsible for collecting all artifact @placeholder classes and resources of the web application and packaging them into a web application archive .
001100,,javascript,tween.js -- tweenjs is a simple tweening library for use in @placeholder .
001100,,qt,qt-jambi -- qt-jambi is a java binding of the cross-platform application framework @placeholder .
000001,,scripting-language,maxscript -- maxscript is the built-in @placeholder in autodesk 3ds max .
100110,,xml,xsd -- xsd generally refers to a document written in the w3c xml schema format containing a description of a particular type of @placeholder document .
110111,,web,dynamic-websites -- a dynamic website consists of dynamic web pages which are @placeholder pages whose construction is controlled by an application server processing server-side scripts .
110000,,s,xcode4 .1 -- the july 2011 release of xcode apple @placeholder integrated development-environment ide for for its mac os x and ios platforms .
110100,,java,spring -- the spring framework is an open-source framework for application development on the @placeholder platform .
111110,,python,py2exe -- py2exe is a python extension that converts @placeholder scripts to windows executables .
010110,,web,cuba -- cuba is a ruby microframework for @placeholder development .
001111,,delphi,lazarus -- lazarus is an open-source multiplatform rad environment for the free pascal compiler in the spirit of @placeholder with which it has a fairly high degree of compatibility.see http : lazarus.freepascal.org .
001011,,operating-system,ios8 -- ios 8 is the eighth version of apple s ios mobile @placeholder .
110100,,java,hazelcast -- hazelcast is an open-source in-memory data grid platform for @placeholder .
001100,,android,proximitysensor -- one of the several sensors present on an @placeholder device .
010101,,javascript,definitelytyped -- the definitelytyped open-source project adds typescript interfaces and definitions for users to compile against when using popular @placeholder libraries from their typescript code .
110111,,database,database-schema -- a description of the structure of the database - including the structure of the tables columns constraints views etc etc . . .that make up the database.normally defined in text generally sql-in an rdbs the schema describes the complete blueprint for the database defining everything about the @placeholder except that data itself .
110000,,web,plunker -- plunker is an online community for creating collaborating on and sharing @placeholder development ideas .
000101,,audio,caf -- caf core-audio format is a container @placeholder file-format developed by apple .
001100,,qt,qvector -- the qvector class part of the @placeholder framework is a template class that provides a dynamic array .
000001,,binary,python-bin -- use it for any integer to @placeholder conversion in python .
111100,,java,lightadmin -- pluggable crud administration ui library for @placeholder web-applications powered by spring-boot .
000110,,audio,ffserver -- ffserver is a streaming server for both @placeholder and video .
000001,,html,firebug -- firebug is a firefox extension which allows the debugging editing and monitoring of any website s css @placeholder dom javascript network traffic and cookies.you should just use this tag in case the question is directly related to firebug itself and not a website you are debugging with firebug .
000110,,android,aurasma -- aurasma is an augmented-reality platform for ios and @placeholder devices .
000100,,jquery,jquery-1 .3.2 -- for issues relating to using @placeholder version 1.3.2 .
001000,,archive,tarfile -- either a tar archive file or a python-module used to handle tar @placeholder files .
000101,,haskell,haskell-mode -- the haskell-mode package is a set of major modes for emacs for writing @placeholder code and working with haskell projects .
000011,,css,angular-ui-bootstrap -- a set of angularjs directives based on twitter-bootstrap s markup and @placeholder .
001111,,eclipse,tycho -- tycho is a maven-extension for building @placeholder artifacts : eclipse plug-ins osgi bundles features p2 repositories and rcp applications eclipse distributions .
011111,,ruby,image-science -- the image-science gem is a small @placeholder library for basic image manipulations common to web-applications such as cropping resizing and thumb-nailing .
000100,,firefox,firefox-9 -- version 9 of the mozilla @placeholder browser .
000101,,.net,asna-visual-rpg -- asna s visual rpg is a first class @placeholder citizen that produces verifiable .net assemblies .
100000,,s,gnupg -- gnu privacy guard is the gnu project @placeholder complete and free implementation of the openpgp standard as defined by rfc4880 .
000010,,open-source,vtigercrm -- vtiger crm refers to both cloud and @placeholder versions of the crm application offered by the company vtiger .
001001,,zsh,oh-my-zsh -- oh-my-zsh is a popular open-source customization library for the @placeholder terminal shell .
110100,,java,numberformatexception -- a numberformatexception occurs in @placeholder code when a programmer tries to convert a string into a number and the conversion fails .
010000,,s,uialertview -- uialertview a class part of apple @placeholder uikit framework is used to display an alert to the user .
010000,,web,restxq -- restxq is an api which provides xquery-3 .0 annotations and functions in order to facilitate the use of xquery as server-side processing language for @placeholder application development .
100000,,s,onscroll -- the onscroll is html dom event occurs when an element @placeholder scrollbar is being scrolled .
001100,,ios,mkannotationview -- mkannotationview is part of apple s map kit framework for developing @placeholder applications .
011101,,database,database-backups -- database-backups are intended to preserve data by serializing @placeholder tables to a text format or exporting them to a binary format .
000010,,hosting,brightcove -- brightcove video cloud is a video @placeholder and publishing platform .
001000,,android,android-navigationview -- one of the features of android design support library which is bringing a number of important material-design components to all developers and to all @placeholder 2.1 or higher devices.navigation drawer enables your app having easy ux to navigate particularly for first time users.navigationview provides the framework for developers easier to establish navigation-drawer ui .
000100,,qt,qlocalsocket -- qlocalsocket is a class in @placeholder framework to create local sockets mostly used for ipc .
000001,,numpy,numexpr -- numexpr is a fast numerical expression evaluator for @placeholder .
000101,,email,hotmail -- windows-live hotmail is a free web-based @placeholder service operated by microsoft as part of windows-live .
001011,,version-control,mercurial-subrepos -- questions related to the subrepository feature in the mercurial distributed @placeholder system .
001011,,graphics,opengl-es -- subset of the opengl 3d @placeholder api designed for embedded devices such as mobile-phones .
110010,,web,bugsnag -- bugsnag is an automated crash detection platform for @placeholder and mobile applications .
000101,,xml,xpath-2 .0 -- use this tag for questions specific to @placeholder path language xpath version 2.0 .
000001,,xml,gpx -- gpx the gps exchange format is a light-weight @placeholder data format for the interchange of gps data.source : http : www.topografix.com gpx.asp .
000011,,toolkit,gwtp -- gwtp or gwt-platform is a framework to facilitate the development of large applications for the google web @placeholder gwt .
000011,,prolog,clpfd -- clp fd which stands for constraint logic-programming over finite domains implements declarative integer-arithmetic in @placeholder systems .
001000,,ios,addressbookui -- the address book ui framework for @placeholder provides controllers that facilitate displaying editing selecting and creating records in the address book database .
010000,,web,sql-server-ce-4 -- microsoft sql-server compact version 4 is a sql-server embedded database for building standalone and occasionally connected applications for mobile-devices desktops and @placeholder clients .
000100,,pdf,icepdf -- questions related to icepdf an open-source java @placeholder engine for viewing printing and manipulating pdf documents .
001110,,eclipse,eclipse-rap -- the eclipse remote application platform lets you build rich ajax-enabled web-applications by using the @placeholder development model .
011101,,database,database-tuning -- deals with optimizing the performance of a @placeholder .
001000,,javascript,async.js -- a module with functions for working asynchronously with @placeholder that can be used both in nodejs and in the browser .
000100,,s,beautify-ios -- beautify-ios is a framework that enhances apple @placeholder uikit controls re-rendering them to give you much more control over their visual appearance .
110110,,web,kudu -- kudu allows git-push deployment for .net based @placeholder projects .
100000,,s,class -- a template for creating new objects that describes the common state @placeholder and behavior s .
000010,,audio,pitch-tracking -- pitch-tracking is the process of finding the dominant frequency of an @placeholder signal .
010000,,web,cappuccino -- cappuccino is an objective-j framework for developing modern applications which run in a @placeholder browser .
110000,,web,windmill -- windmill is a web testing tool designed to let you painlessly automate and debug your @placeholder application .
000010,,sap,sapui5 -- note : this tag sapui5 covers both the dec 2013 open sourced version of the toolkit commonly known as openui5 and also the original licensed version sapui5 .the @placeholder ui development toolkit for html5 sapui5 is a user-interface technology that is used to build and adapt client applications .
000010,,snmp,mib -- a mib is an acronym for management information base in use with the @placeholder protocol .
000100,,c++,htmlcxx -- htmlcxx is a simple non-validating css1 and html parser for @placeholder .
110110,,database,nosql -- nosql sometimes expanded to not only sql is a broad class of @placeholder management systems that differ from the classic model of the relational-database management system rdbms in some significant ways .
111100,,s,s-plus -- s-plus was a commercial object-oriented implementation of the @placeholder programming language owned by tibco software inc .
000101,,lua,oolua -- is a c++ binding for @placeholder which is intended to ease the embedding of lua in c++ allowing easy access to tables functions and types .
010000,,java,oracle-maf -- oracle s mobile-application framework maf is a hybrid mobile framework which leverages @placeholder html5 and javascript to deliver a complete mvc framework with declarative user-interface definition device features integration and built-in security .
000100,,excel,excel-2003 -- the excel-2003 tag is used for referencing the @placeholder version 2003 spreadsheet application from microsoft .
011101,,android,android-sdk-1 .6 -- for issues relating to developing with the @placeholder sdk version 1.6 .
110100,,web,feathersjs -- feathers is a library that extends express - one of the most popular @placeholder frameworks for nodejs - with the ability to easily create shared restful web-services and real-time apis using socketio and other websocket libraries .
010000,,web,screeps -- screeps is a javascript based programmable @placeholder browser mmo rts .
000100,,pdf,pdftk -- a simple gpl-licensed command-line tool for manipulating @placeholder documents .
001011,,fonts,fontfamily -- font-family is a css property that applies @placeholder and generic font families prioritised by the order they are listed to a given or selected element .
000010,,c++,using -- using is a keyword in some programming-languages @placeholder c vb.net haxe .
000100,,c++,fltk -- fltk pronounced fulltick is a cross-platform @placeholder gui toolkit for unix linux x11 microsoft windows and mac os x .
110100,,s,lis -- the longest increasing subsequence problem is to find a subsequence of a given sequence in which the subsequence @placeholder elements are in sorted order lowest to highest and in which the subsequence is as long as possible .
000010,,smalltalk,pharo -- pharo is an open-source @placeholder environment .
001111,,.net,unity-application-block -- the unity-application-block unity is a lightweight extensible dependency-injection container for @placeholder with support for interception .
000011,,video,uvc -- uvc is a short for usb @placeholder device class also usb video class and it is a usb device class that describes devices capable of streaming video like webcams digital camcorders transcoders analog video converters and still-image cameras .
000100,,clojure,clojureql -- clojureql is an alternative sql library for @placeholder .
010100,,ios,ios8 -- ios 8 is the eighth version of apple s @placeholder mobile operating-system .
001101,,.net,nmath -- centerspace s nmath library for mathematical calculations on the @placeholder framework .
001111,,.net,.net-1 .1 -- the 1.1 version of the @placeholder framework .
010101,,java,jini -- jini aka apache river is a soa programming model that extends @placeholder to create secure distributed systems consisting of clients and services .
001001,,dom,angular-directive -- at a high level directives are markers on a @placeholder element such as an attribute element name comment or css class that tell angularjs s html compiler compile to attach a specified behavior to that dom element or even transform the dom element and its children .
001100,,facebook,facebook-canvas -- facebook-canvas is the application environment for 3rd party games applications that live within @placeholder in a framed environment .
001001,,arrays,array-merge -- array-merge means elements of one or more @placeholder will be merged together into a single array .
000001,,postgresql,phppgadmin -- phppgadmin is a fully functional web-based administration utility for a @placeholder database server .
000011,,toolkit,qdatetime -- a qdatetime is a class from the qt @placeholder which provides functions for working with both dates and times .
001000,,interface,rmongodb -- rmongodb is a full featured driver for the r language to @placeholder with the mongodb database .
000100,,perl,perl5 .18 -- questions pertaining to features introduced in @placeholder v5 .18 .
101111,,.net,cqlinq -- cqlinq is a linq-like query language used by ndepend to reflectively analyze @placeholder source code using the ndepend tool .
001101,,node.js,restify -- restify is a module for use with @placeholder that facilitates the creation of rest web-services .
000100,,xml,celementtree -- celementtree is an xml toolkit to parse a document-style @placeholder file .
000101,,.net,command-line-parser -- the command-line-parser library offers to @placeholder clr applications a clean and concise api for manipulating command-line-arguments and related tasks .
010000,,java,eclipse-mat -- the eclipse-memory-analyzer is a fast and feature-rich @placeholder heap analyzer that helps you find memory-leaks and reduce memory consumption .
011000,,web,oridomi -- oridomi is a small script with optional jquery support that creates an effect on images and @placeholder fonts that looks like folding paper by using css 3d transforms .
000100,,sql-server,sql-server-ce-4 -- microsoft sql-server compact version 4 is a @placeholder embedded database for building standalone and occasionally connected applications for mobile-devices desktops and web clients .
001011,,content-management-system,umbraco7 -- umbraco 7 is the seventh stable release of umbraco - an open-source @placeholder cms platform for publishing content on the world wide web and intranets .
000100,,database,virtual-column -- a column that is not existing in a table of the @placeholder but that is calculated at access time .
000101,,emacs,rinari -- rinari is an emacs minor mode that is aimed towards making @placeholder into a top-notch ruby and rails development-environment .
010101,,python,dronekit-python -- dronekit-python is for questions on the @placeholder library for the dronekit set of apis for drones from 3d robotics .
010100,,ios,ios-3.x -- for issues relating to using @placeholder version 3.x .
000001,,ocaml,ocp-build -- ocp-build is a simple tool to build @placeholder packages .
000100,,server,terminal-server -- a terminal-server also referred to as a serial server or console @placeholder network access server enables organizations to connect devices with an rs-232 rs-422 or rs-485 serial interface to a local area network lan .
010010,,java,icepdf -- questions related to icepdf an open-source @placeholder pdf engine for viewing printing and manipulating pdf documents .
100101,,php,phpcodesniffer -- php codesniffer is a @placeholder pear package that can be used to tokenise php javascript and css files and to detect violations of a defined set of coding standards .
000100,,clojure,compojure -- compojure is an open-source web framework for the @placeholder programming language .
000001,,graphics,cgcontextdrawimage -- cgcontextdrawimage is available in osx and ios which helps to draws an image into a @placeholder context .
110000,,web,asyncfileupload -- async file-upload is the process of asynchronously uploading files from a @placeholder page .
000101,,emacs,ido -- ido provides a very convenient way to find files and switch buffers in @placeholder .
000101,,emacs,emacsclient -- emacsclient is a program which allows the user to connect to the @placeholder server .
001001,,dom,angular-directive -- at a high level directives are markers on a dom element such as an attribute element name comment or css class that tell angularjs s html compiler compile to attach a specified behavior to that dom element or even transform the @placeholder element and its children .
011100,,android,android-camera2 -- the android.hardware.camera2 package provides an interface to individual camera devices connected to an @placeholder device .
001000,,oauth,oauth-2 .0 -- oauth open authorization is an open protocol framework to allow secure api authorization in a simple and standardized way for desktop mobile and web applications.oauth 2.0 is the second version of the @placeholder protocol .
001010,,python,rope -- rope is a python refactoring library that is useful for renaming or restructuring @placeholder classes methods variables constants .
110100,,web,plack -- plack is a perl-module and toolkit that contains middleware helpers and adapters to @placeholder servers .
110000,,web,jquery-mobile -- jquery-mobile is a touch-optimized @placeholder framework for smartphones and tablets .
000110,,python,sublime-anaconda -- the anaconda plugin for sublime text 3 completely unrelated to the anaconda @placeholder distribution provides many ide-like features for programming in python .
001000,,xpath,xpath-2 .0 -- use this tag for questions specific to xml path language @placeholder version 2.0 .
110111,,java,jdepend -- jdepend is a tool that traverses java class file directories and generates software package metrics most importantly dependency cycle detection and distance from the main sequence to measure the design quality for @placeholder packages .
001101,,xml,openxml -- questions regarding reading and writing of microsoft office open xml files either through direct manipulation of the @placeholder files contained in a zip package or through the microsoft office open xml sdk .
000100,,delphi,glscene -- glscene is an opengl based 3d library for @placeholder .
001100,,javascript,datajs -- datajs is a cross-browser @placeholder library that enables data-centric web-applications by leveraging modern protocols such as json and odata and html5-enabled browser features .
111101,,web,disqus -- disqus is a global comment system that improves discussion on websites and connects conversations across the @placeholder .
011110,,open-source,hippocms -- hippo cms is a java based @placeholder cms .
100000,,s,tabwidget -- android displays a list of tab labels representing each page in the parent @placeholder tab collection .
000101,,node.js,nodebb -- forum software built on @placeholder redis and socket.io .
001001,,development-environment,xcode4 .1 -- the july 2011 release of xcode apple s integrated @placeholder ide for for its mac os x and ios platforms .
000111,,css,cssnext -- cssnext is a plugin for postcss that modernizes @placeholder syntax .
000100,,algorithm,bankers-algorithm -- it s a resource allocation and deadlock avoidance @placeholder .
110000,,s,mkannotationview -- mkannotationview is part of apple @placeholder map kit framework for developing ios applications .
000010,,web,jahia -- jahia is a wcm with a user-interface built using google @placeholder toolkit and stores its content using the jcr api default implementation apache jackrabbit .
110111,,java,jarjar -- jar jar links http : code.google.com p jarjar is a utility that makes it easy to repackage @placeholder libraries and embed them into your own distribution .
000001,,android,bitrise -- bitrise is a ci cd platform for mobile development ios @placeholder xamarin .
000100,,api,overpass-api -- the overpass-api or osm3s is a read-only @placeholder that serves up custom selected parts of the openstreeetmap map data .
000101,,erlang,jiffy -- a json parser for @placeholder .
110100,,java,guice -- guice is a lightweight dependency-injection framework for @placeholder .
010101,,web,googlebot -- googlebot is google s @placeholder crawling bot which discovers new and updated pages documents from the web to build a searchable index for the google-search engine .
001100,,s,gis -- a geographic information system gis captures stores analyzes manages and presents data that are linked to location @placeholder .
000110,,c++,putchar -- anything related to c or c++ - standard-library functions putchar c or std : : putchar @placeholder .
010000,,java,avian -- avian is a lightweight @placeholder virtual-machine jvm and class-library designed to provide a useful subset of java s features suitable for building self-contained applications .
110111,,database,database-schema -- a description of the structure of the @placeholder - including the structure of the tables columns constraints views etc etc . . .that make up the database.normally defined in text generally sql-in an rdbs the schema describes the complete blueprint for the database defining everything about the database except that data itself .
000001,,http,webmock -- library for stubbing and setting expectations on @placeholder requests in ruby .
000100,,clojure,leiningen -- leiningen is a build-automation and dependency-management tool for @placeholder projects .
001111,,android,android-syncadapter -- an android-service that synchronizes data between an @placeholder device and a server .
000111,,asp.net,collapsiblepanelextender -- the collapsiblepanelextender is part of the ajax control toolkit for @placeholder .
001101,,oracle,occi -- oracle c++ call interface occi is a high-performance and comprehensive api to access the @placeholder database .
001100,,javascript,bootbox -- bootbox.js is a small @placeholder library which allows you to create programmatic dialog boxes using bootstrap modals .
